1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
1,0,1,2,4,3,4,5,6,8,7,8,3.10,2.92,2.97,3.16,3.14,2.99,3.00,3.41,3.34,3.27,3.13,3.23,1,
0,0,1,2,2,3,4,5,6,6,7,8,2.67,2.63,2.68,2.93,2.80,2.77,2.78,3.33,3.27,3.19,3.05,3.16,2,
