-1,1.000000,66.600000,1,-2
844850532,1.000000,66.600000,1,-2
0,1.000000,3.389567,1,-2
0,1.000000,3.202885,1,-2
0,1.000000,3.403471,1,-2
0,1.000000,3.376594,1,-2
0,1.000000,3.357313,1,-2
0,1.000000,3.211237,1,-2
2061584302,1.000000,3.342445,1,-2
-2061584302,1.000000,3.478075,1,-2
0,1.000000,3.416119,1,-2
0,1.000000,3.337275,1,-2
0,1.000000,3.198767,1,-2
0,1.000000,3.301582,1,-2
0,1200.100000,66.417438,2,-2
1,1200.100000,66.234908,2,-2
2,1200.100000,3.102169,2,1
3,1200.100000,2.915520,2,0
4,1200.100000,2.966411,2,1
5,1200.100000,3.154921,2,2
6,1200.100000,3.135640,2,4
7,1200.100000,2.989597,2,3
8,1200.100000,3.004000,2,4
9,1200.100000,3.406097,2,5
10,1200.100000,3.344142,2,6
11,1200.100000,3.265298,2,8
12,1200.100000,3.126822,2,7
13,1200.100000,3.229637,2,8
0,1800.100000,66.052345,3,-2
1,1800.100000,66.052345,3,-2
2,1800.100000,2.665077,3,0
3,1800.100000,2.628155,3,0
4,1800.100000,2.679046,3,1
5,1800.100000,2.933249,3,2
6,1800.100000,2.797163,3,2
7,1800.100000,2.767957,3,3
8,1800.100000,2.782360,3,4
9,1800.100000,3.334120,3,5
10,1800.100000,3.272164,3,6
11,1800.100000,3.193320,3,6
12,1800.100000,3.054877,3,7
13,1800.100000,3.157692,3,8
0,2400.100000,65.869783,4,-2
1,2400.100000,65.687253,4,-2
2,2400.100000,2.377679,4,1
3,2400.100000,2.340790,4,0
4,2400.100000,2.274876,4,1
5,2400.100000,2.594771,4,2
6,2400.100000,2.725185,4,4
7,2400.100000,2.546317,4,3
8,2400.100000,2.443915,4,4
9,2400.100000,3.262142,4,5
10,2400.100000,3.200187,4,5
11,2400.100000,3.121343,4,8
12,2400.100000,2.982932,4,7
13,2400.100000,3.085747,4,8
0,3000.100000,65.504690,5,-2
1,3000.100000,65.504690,5,-2
2,3000.100000,1.940587,5,0
3,3000.100000,2.053425,5,0
4,3000.100000,1.987511,5,1
5,3000.100000,2.373099,5,2
6,3000.100000,2.386708,5,2
7,3000.100000,2.324677,5,3
8,3000.100000,2.222275,5,4
9,3000.100000,3.190165,5,5
10,3000.100000,3.128209,5,6
11,3000.100000,3.049365,5,6
12,3000.100000,2.910987,5,7
13,3000.100000,3.013802,5,8
0,3600.100000,65.322128,6,-2
1,3600.100000,65.205323,6,-2
2,3600.100000,1.868609,6,1
3,3600.100000,1.616365,6,0
4,3600.100000,1.550451,6,1
5,3600.100000,2.151426,6,3
6,3600.100000,2.048230,6,4
7,3600.100000,2.103037,6,3
8,3600.100000,2.000635,6,4
9,3600.100000,3.118187,6,5
10,3600.100000,3.056232,6,6
11,3600.100000,2.977388,6,6
12,3600.100000,2.839042,6,7
13,3600.100000,2.941857,6,8
0,4200.100000,64.989870,7,-2
1,4200.100000,65.022760,7,-2
2,4200.100000,1.497242,7,0
3,4200.100000,1.329000,7,0
4,4200.100000,1.263086,7,1
5,4200.100000,1.812949,7,2
6,4200.100000,1.976253,7,2
7,4200.100000,1.881397,7,3
8,4200.100000,1.662190,7,4
9,4200.100000,3.046210,7,5
10,4200.100000,2.984254,7,5
11,4200.100000,2.905410,7,8
12,4200.100000,2.767097,7,7
13,4200.100000,2.869912,7,8
0,4800.100000,64.807308,8,-2
1,4800.100000,64.657668,8,-2
2,4800.100000,1.093039,8,1
3,4800.100000,1.041635,8,0
4,4800.100000,0.975721,8,1
5,4800.100000,1.740971,8,2
6,4800.100000,1.637775,8,2
7,4800.100000,1.542952,8,3
8,4800.100000,1.440550,8,4
9,4800.100000,2.974232,8,7
10,4800.100000,2.912277,8,6
11,4800.100000,2.833433,8,6
12,4800.100000,2.695152,8,7
13,4800.100000,2.797967,8,8
0,5400.100000,64.442215,9,-2
1,5400.100000,64.475105,9,-2
2,5400.100000,0.655947,9,0
3,5400.100000,0.754270,9,0
4,5400.100000,0.688356,9,1
5,5400.100000,1.402494,9,2
6,5400.100000,1.416103,9,2
7,5400.100000,1.321312,9,3
8,5400.100000,1.218910,9,4
9,5400.100000,2.902255,9,5
10,5400.100000,2.840299,9,5
11,5400.100000,2.761455,9,6
12,5400.100000,2.623207,9,7
13,5400.100000,2.726022,9,8
0,6000.100000,64.259653,10,-2
1,6000.100000,64.175738,10,-2
2,6000.100000,0.583969,10,1
3,6000.100000,0.317210,10,0
4,6000.100000,0.251296,10,1
5,6000.100000,1.180821,10,3
6,6000.100000,1.077625,10,4
7,6000.100000,1.099672,10,3
8,6000.100000,0.997270,10,4
9,6000.100000,2.830277,10,5
10,6000.100000,2.768322,10,6
11,6000.100000,2.689478,10,6
12,6000.100000,2.551262,10,7
13,6000.100000,2.654077,10,8
0,6600.100000,63.894560,11,-2
1,6600.100000,64.016050,11,-2
2,6600.100000,0.146877,11,0
3,6600.100000,0.029845,11,0
5,6600.100000,0.842344,11,2
6,6600.100000,0.855953,11,2
7,6600.100000,0.878032,11,3
8,6600.100000,0.803218,11,4
9,6600.100000,2.758300,11,5
10,6600.100000,2.696344,11,5
11,6600.100000,2.617500,11,6
12,6600.100000,2.479317,11,7
13,6600.100000,2.591045,11,8
0,7200.100000,63.875478,12,-2
1,7200.100000,63.948668,12,-2
5,7200.100000,0.819599,12,2
6,7200.100000,0.691940,12,2
7,7200.100000,0.842069,12,3
8,7200.100000,0.780505,12,6
9,7200.100000,2.750555,12,7
10,7200.100000,2.673599,12,6
11,7200.100000,2.547398,12,6
12,7200.100000,2.471605,12,7
13,7200.100000,2.568180,12,11
0,7800.100000,63.875445,13,-2
1,7800.100000,63.948635,13,-2
5,7800.100000,0.819599,13,-2
6,7800.100000,0.691940,13,-2
7,7800.100000,0.842069,13,-2
8,7800.100000,0.780505,13,-2
9,7800.100000,2.750555,13,-2
10,7800.100000,2.673599,13,-2
11,7800.100000,2.547398,13,-2
12,7800.100000,2.471605,13,-2
13,7800.100000,2.568180,13,-2
0,8400.100000,63.875413,14,-2
1,8400.100000,63.948603,14,-2
5,8400.100000,0.819599,14,-2
6,8400.100000,0.691940,14,-2
7,8400.100000,0.842069,14,-2
8,8400.100000,0.780505,14,-2
9,8400.100000,2.750555,14,-2
10,8400.100000,2.673599,14,-2
11,8400.100000,2.547398,14,-2
12,8400.100000,2.471605,14,-2
13,8400.100000,2.568180,14,-2
0,9000.100000,63.875380,15,-2
1,9000.100000,63.948570,15,-2
5,9000.100000,0.819599,15,-2
6,9000.100000,0.691940,15,-2
7,9000.100000,0.842069,15,-2
8,9000.100000,0.780505,15,-2
9,9000.100000,2.750555,15,-2
10,9000.100000,2.673599,15,-2
11,9000.100000,2.547398,15,-2
12,9000.100000,2.471605,15,-2
13,9000.100000,2.568180,15,-2
0,9600.100000,63.875348,16,-2
1,9600.100000,63.948538,16,-2
5,9600.100000,0.819599,16,-2
6,9600.100000,0.691940,16,-2
7,9600.100000,0.842069,16,-2
8,9600.100000,0.780505,16,-2
9,9600.100000,2.750555,16,-2
10,9600.100000,2.673599,16,-2
11,9600.100000,2.547398,16,-2
12,9600.100000,2.471605,16,-2
13,9600.100000,2.568180,16,-2
0,10200.100000,63.875315,17,-2
1,10200.100000,63.948505,17,-2
5,10200.100000,0.819599,17,-2
6,10200.100000,0.691940,17,-2
7,10200.100000,0.842069,17,-2
8,10200.100000,0.780505,17,-2
9,10200.100000,2.750555,17,-2
10,10200.100000,2.673599,17,-2
11,10200.100000,2.547398,17,-2
12,10200.100000,2.471605,17,-2
13,10200.100000,2.568180,17,-2
0,10800.100000,63.875283,18,-2
1,10800.100000,63.948473,18,-2
5,10800.100000,0.819599,18,-2
6,10800.100000,0.691940,18,-2
7,10800.100000,0.842069,18,-2
8,10800.100000,0.780505,18,-2
9,10800.100000,2.750555,18,-2
10,10800.100000,2.673599,18,-2
11,10800.100000,2.547398,18,-2
12,10800.100000,2.471605,18,-2
13,10800.100000,2.568180,18,-2
0,11400.100000,63.875250,19,-2
1,11400.100000,63.948440,19,-2
5,11400.100000,0.819599,19,-2
6,11400.100000,0.691940,19,-2
7,11400.100000,0.842069,19,-2
8,11400.100000,0.780505,19,-2
9,11400.100000,2.750555,19,-2
10,11400.100000,2.673599,19,-2
11,11400.100000,2.547398,19,-2
12,11400.100000,2.471605,19,-2
13,11400.100000,2.568180,19,-2
0,12000.100000,63.875218,20,-2
1,12000.100000,63.948408,20,-2
5,12000.100000,0.819599,20,-2
6,12000.100000,0.691940,20,-2
7,12000.100000,0.842069,20,-2
8,12000.100000,0.780505,20,-2
9,12000.100000,2.750555,20,-2
10,12000.100000,2.673599,20,-2
11,12000.100000,2.547398,20,-2
12,12000.100000,2.471605,20,-2
13,12000.100000,2.568180,20,-2
0,12600.100000,63.875185,21,-2
1,12600.100000,63.948375,21,-2
5,12600.100000,0.819599,21,-2
6,12600.100000,0.691940,21,-2
7,12600.100000,0.842069,21,-2
8,12600.100000,0.780505,21,-2
9,12600.100000,2.750555,21,-2
10,12600.100000,2.673599,21,-2
11,12600.100000,2.547398,21,-2
12,12600.100000,2.471605,21,-2
13,12600.100000,2.568180,21,-2
0,13200.100000,63.875153,22,-2
1,13200.100000,63.948343,22,-2
5,13200.100000,0.819599,22,-2
6,13200.100000,0.691940,22,-2
7,13200.100000,0.842069,22,-2
8,13200.100000,0.780505,22,-2
9,13200.100000,2.750555,22,-2
10,13200.100000,2.673599,22,-2
11,13200.100000,2.547398,22,-2
12,13200.100000,2.471605,22,-2
13,13200.100000,2.568180,22,-2
0,13800.100000,63.875120,23,-2
1,13800.100000,63.948310,23,-2
5,13800.100000,0.819599,23,-2
6,13800.100000,0.691940,23,-2
7,13800.100000,0.842069,23,-2
8,13800.100000,0.780505,23,-2
9,13800.100000,2.750555,23,-2
10,13800.100000,2.673599,23,-2
11,13800.100000,2.547398,23,-2
12,13800.100000,2.471605,23,-2
13,13800.100000,2.568180,23,-2
0,14400.100000,63.875088,24,-2
1,14400.100000,63.948278,24,-2
5,14400.100000,0.819599,24,-2
6,14400.100000,0.691940,24,-2
7,14400.100000,0.842069,24,-2
8,14400.100000,0.780505,24,-2
9,14400.100000,2.750555,24,-2
10,14400.100000,2.673599,24,-2
11,14400.100000,2.547398,24,-2
12,14400.100000,2.471605,24,-2
13,14400.100000,2.568180,24,-2
0,15000.100000,63.875055,25,-2
1,15000.100000,63.948245,25,-2
5,15000.100000,0.819599,25,-2
6,15000.100000,0.691940,25,-2
7,15000.100000,0.842069,25,-2
8,15000.100000,0.780505,25,-2
9,15000.100000,2.750555,25,-2
10,15000.100000,2.673599,25,-2
11,15000.100000,2.547398,25,-2
12,15000.100000,2.471605,25,-2
13,15000.100000,2.568180,25,-2
