2023-03-23 16:23:40 3,15,44,36,29,1,23,1,1,0,52,0,0,2,11,35,20,57,10,94,103,0,2
2023-03-23 16:23:48 3,13,39,34,28,2,20,0,0,0,56,0,0,3,10,34,21,56,10,83,91,0,2
2023-03-23 16:23:58 3,14,43,31,24,1,22,1,1,0,59,0,0,4,11,33,20,60,10,80,92,0,3
2023-03-23 16:24:09 3,13,42,33,25,2,24,0,0,0,54,0,0,5,11,39,23,54,10,93,102,0,2
2023-03-23 16:24:19 3,16,39,33,25,2,23,0,1,0,56,0,0,6,13,40,23,65,11,79,86,0,3
2023-03-23 16:24:30 3,15,40,33,27,2,21,1,0,0,59,0,0,7,12,40,23,66,11,93,103,0,3
2023-03-23 16:24:41 2,14,43,37,25,1,22,0,1,0,61,0,0,8,11,36,20,56,11,82,86,0,2
2023-03-23 16:24:51 2,14,41,35,29,2,21,0,1,0,54,0,0,9,12,37,20,60,10,80,88,0,3
2023-03-23 16:25:01 2,15,45,36,28,1,22,0,1,0,58,0,0,10,12,38,21,59,10,88,91,0,3
2023-03-23 16:25:12 2,14,43,31,29,2,22,1,1,0,60,0,0,11,11,36,21,56,10,81,89,0,2
2023-03-23 16:25:23 2,14,43,36,25,2,20,1,0,0,54,0,0,12,11,35,21,62,10,87,95,0,2
2023-03-23 16:25:33 3,15,39,33,27,2,24,0,0,0,56,0,0,2,12,40,23,65,11,93,99,0,3
2023-03-23 16:25:44 3,13,39,31,27,2,20,0,0,0,54,0,0,3,10,34,20,56,11,78,89,0,2
2023-03-23 16:25:50 3,13,39,31,27,2,20,0,0,0,54,0,0,3,10,34,20,56,11,78,89,0,2
2023-03-23 16:25:54 2,14,42,36,27,2,23,1,0,0,61,0,0,4,12,37,20,57,10,88,91,0,2
2023-03-23 16:26:05 2,14,43,31,26,1,22,1,0,0,57,0,0,5,12,36,21,59,10,84,91,0,3
2023-03-23 16:26:16 2,15,43,36,28,2,22,1,0,0,61,0,0,6,12,35,22,57,10,85,96,0,2
2023-03-23 16:26:27 3,14,39,32,27,1,21,1,1,0,58,0,0,7,10,35,21,55,10,82,90,0,2
2023-03-23 16:26:37 2,13,40,34,29,2,21,0,1,0,53,0,0,8,11,35,20,54,9,81,102,0,2
2023-03-23 16:26:48 2,15,39,36,24,1,23,1,1,0,60,0,0,9,12,39,19,62,11,93,101,0,3
2023-03-23 16:26:59 3,13,44,35,28,2,22,1,0,0,50,0,0,10,10,34,21,59,10,83,91,0,2
2023-03-23 16:27:09 3,16,45,31,25,2,23,1,0,0,50,0,0,11,12,33,22,63,11,93,96,0,3
2023-03-23 16:27:19 2,15,45,36,28,1,23,1,0,0,59,0,0,12,12,37,20,59,11,88,91,0,3
2023-03-23 16:27:30 2,15,39,37,25,2,22,1,0,0,51,0,0,2,11,35,21,56,10,80,92,0,2
2023-03-23 16:27:41 2,13,41,35,26,2,22,1,1,0,58,0,0,3,10,33,21,56,10,80,92,0,2
2023-03-23 16:27:51 2,14,43,32,27,2,21,0,1,0,54,0,0,4,11,34,20,65,10,80,85,0,2
2023-03-23 16:28:01 2,14,41,31,27,1,20,1,0,0,53,0,0,5,11,39,23,56,10,78,85,0,2
2023-03-23 16:28:12 2,15,46,36,24,1,22,1,0,0,51,0,0,6,12,37,20,59,10,87,90,0,2
